Time,Price,BarState,LiveState,Priority,Composite,TideComp,MarketPhase,InversionActive,RatioScore,FastScore,FastDir,SlowDir,Bias,Tier3Score,CombinedTier,BearDomPct,BullDomPct,DomPriceChange,PriceChangeShort,CountBull,CountBear
55:36.0,7288.25,TICK,BullWarning,NONE,-5.6,-0.4,NEUTRAL,N,8.1,19.4,ASK,BAL,BAL,0,0,26,0,12.25,-0.25,2,1
55:37.1,7288.25,TICK,BullWarning,NONE,-5.3,0.1,NEUTRAL,N,18.9,28,ASK_STRONG,ASK,BAL,0,0,26,0,12.5,0.25,2,2
55:38.2,7288,TICK,BullWarning,NONE,-3.4,0.6,NEUTRAL,N,23.9,33.5,ASK_STRONG,ASK,BAL,0,0,26,0,12.25,-0.25,2,2
55:39.2,7288,TICK,BearWarning,P3_DISTRIBUTION,-4.7,0.5,DISTRIBUTION,N,25.6,24.3,ASK,ASK_STRONG,BAL,0,0,25,0,12.25,-0.25,2,1
55:40.3,7288,TICK,BearWarning,P3_DISTRIBUTION,-5.9,0.4,DISTRIBUTION,N,27.8,29.6,ASK_STRONG,ASK_STRONG,BAL,0,0,25,0,12,0,2,1
55:41.3,7288,TICK,BearWarning,NONE,-6.9,1.3,NEUTRAL,Y,29.6,29.3,ASK_STRONG,ASK_STRONG,BAL,0,0,25,0,12,0,2,2
55:42.0,7288,BAR_CLOSE,BearWarning,FINALIZED,-7.6,1.7,DISTRIBUTION,N,28.1,13.1,ASK,ASK_STRONG,BAL,0,0,25,0,12,0,2,2
55:42.5,7285.75,TICK,BearWarning,NONE,-8.3,2,NEUTRAL,N,26.5,10.1,ASK,ASK_STRONG,BAL,0,0,25,0,9.75,0,2,1
55:43.5,7285.75,TICK,BearWarning,P3_DISTRIBUTION,-7.2,2.4,DISTRIBUTION,Y,22.7,-2.5,BAL,ASK,BAL,0,0,25,0,9.75,0,1,1
55:44.6,7285.25,TICK,BearWarning,NONE,-9.7,1.6,NEUTRAL,N,26.7,11.4,ASK,ASK_STRONG,BAL,0,0,25,0,9,0,2,1
55:45.6,7285.25,TICK,BearWarning,NONE,-9.4,1.3,NEUTRAL,N,31.6,23.5,ASK,ASK_STRONG,BAL,0,0,25,0,9,0,2,1
55:46.6,7285.25,TICK,BearWarning,NONE,-10.2,1,NEUTRAL,N,33,13.8,ASK,ASK_STRONG,BAL,0,0,25,0,9,0.25,2,1
55:47.7,7285,TICK,BearWarning,P3_DISTRIBUTION,-10.9,0.9,DISTRIBUTION,N,31.5,-3,BAL,ASK_STRONG,BAL,0,0,25,0,8.75,0,2,1
55:48.7,7285,TICK,BullWarning,P3_ACCUMULATION,-10.1,0.6,ACCUMULATION,N,31.9,-6.3,BAL,ASK_STRONG,BAL,0,0,25,0,8.5,0,3,1
55:49.8,7285.25,TICK,BearWarning,NONE,-7.8,0.6,NEUTRAL,N,30.4,1.3,BAL,ASK_STRONG,BAL,0,0,26,0,7.75,0,2,1
55:50.8,7285.75,TICK,BearWarning,NONE,-6.2,1.3,NEUTRAL,Y,28.5,6.7,BAL,ASK_STRONG,BAL,0,0,26,0,8.25,0,2,1
55:51.9,7285.5,TICK,BearWarning,P3_DISTRIBUTION,-4.4,1.8,DISTRIBUTION,Y,28.6,8.7,BAL,ASK_STRONG,BAL,0,0,26,0,7.5,0,2,1
55:53.0,7285.75,TICK,BullWarning,NONE,-3.9,2.3,NEUTRAL,N,27.4,5.9,BAL,ASK_STRONG,BAL,0,0,28,0,6.25,0,2,1
55:54.4,7285.75,TICK,BullWarning,NONE,-3.8,1,NEUTRAL,N,18.7,12.4,ASK,ASK,BAL,0,0,28,0,6.5,0,2,1
55:55.4,7285.5,TICK,BullWarning,NONE,-3.5,1.3,NEUTRAL,Y,12.7,22.7,ASK,ASK,BAL,0,0,29,0,6.75,0,2,1
55:56.5,7285.25,TICK,BullWarning,NONE,-2.7,0.9,NEUTRAL,N,9.9,28,ASK_STRONG,BAL,BAL,0,0,29,0,6.25,0,2,1
55:56.7,7285.25,BAR_CLOSE,BearWarning,FINALIZED,-2.4,0.7,NEUTRAL,N,9.2,28.2,ASK_STRONG,BAL,BAL,0,0,29,0,6.25,0,2,1
55:57.5,7284.75,TICK,BullWarning,NONE,-2.2,0.7,NEUTRAL,N,8.9,29,ASK_STRONG,BAL,BAL,0,0,29,0,5.75,0,2,1
55:58.6,7284.75,TICK,BullWarning,NONE,-2.1,0.3,NEUTRAL,N,8.6,14.1,ASK,BAL,BAL,0,0,29,0,5.75,0,2,1
55:59.6,7284.75,TICK,BullWarning,NONE,-1.6,0.6,NEUTRAL,N,7.8,1.2,BAL,BAL,BAL,0,0,29,0,5.5,0,1,1
56:00.6,7284.75,TICK,BullWarning,NONE,3,0.4,NEUTRAL,N,12.6,-3.7,BAL,ASK,BAL,0,0,28,0,5.5,0,1,2
56:02.1,7285,TICK,BullWarning,NONE,1.8,0.2,NEUTRAL,N,20.8,-9.5,BAL,ASK,BAL,0,0,28,0,5,0,1,2
56:03.3,7285.25,TICK,BullWarning,NONE,1.4,0.5,NEUTRAL,N,20.9,-20.2,BID,ASK,BAL,0,0,28,0,5.25,0,1,2
56:04.5,7285.25,TICK,BearSignal,P0_FAST_BEAR_AT_TOP,-0.3,0.8,NEUTRAL,N,20.3,-27.3,BID_STRONG,ASK,BAL,0,0,28,0,5.25,0,1,2
56:05.5,7285.25,TICK,BearSignal,P0_FAST_BEAR_AT_TOP,0.2,0.6,NEUTRAL,N,17.7,-31.6,BID_STRONG,ASK,BAL,0,0,28,0,5.25,0,1,1
56:06.6,7285.25,TICK,BearSignal,P0_FAST_BEAR_AT_TOP,0.4,0.4,NEUTRAL,N,12.8,-25.7,BID_STRONG,ASK,BAL,0,0,28,0,5.25,0,1,2
56:08.2,7285,TICK,BearSignal,NONE,0.1,0.3,NEUTRAL,Y,8.9,-5.5,BAL,BAL,BAL,0,0,28,0,5,-0.25,1,1
56:09.4,7285.25,TICK,BullWarning,NONE,-1.1,1,NEUTRAL,Y,3.9,4.1,BAL,BAL,BAL,0,0,28,0,5.25,0,1,1
56:10.5,7285.25,TICK,BullWarning,NONE,1.2,1.3,NEUTRAL,N,-1.1,10,ASK,BAL,BAL,0,0,28,0,5.5,0.25,1,1
56:11.5,7285.25,TICK,BullWarning,NONE,1.5,1.1,NEUTRAL,N,-6,10.9,ASK,BAL,BAL,0,0,28,0,5.5,0,1,1
56:12.6,7285.25,TICK,BullWarning,NONE,0.7,1.1,NEUTRAL,N,-8.3,13.4,ASK,BAL,BAL,0,0,28,0,5.75,0,1,2
56:13.6,7285.25,TICK,BullWarning,NONE,0.9,1.2,NEUTRAL,Y,-8.6,12.5,ASK,BAL,BAL,0,0,28,0,5.75,0,1,1
56:14.7,7285.25,TICK,BullWarning,NONE,2.2,1.3,NEUTRAL,N,-3.7,21.7,ASK,BAL,BAL,0,0,28,0,6,0,1,2
56:15.7,7285,TICK,BullWarning,NONE,0.6,0.6,NEUTRAL,N,4.7,28,ASK_STRONG,BAL,BAL,0,0,27,0,5.75,0,1,1
56:16.2,7285,BAR_CLOSE,BullWarning,FINALIZED,0.8,0.7,NEUTRAL,Y,7.2,29,ASK_STRONG,BAL,BAL,0,0,27,0,5.75,0,1,1
56:16.8,7284.25,TICK,BullWarning,NONE,1.3,0.7,NEUTRAL,N,9.3,30.1,ASK_STRONG,BAL,BAL,0,0,28,0,5.25,-0.75,1,1
56:17.9,7284.25,TICK,BullWarning,P3_ACCUMULATION,2,0.8,ACCUMULATION,Y,12,24.8,ASK,ASK,BAL,0,0,28,0,5.5,0,1,1
56:18.9,7284.5,TICK,BullWarning,P3_ACCUMULATION,3.6,1,ACCUMULATION,Y,11.5,14.9,ASK,ASK,BAL,0,0,28,0,5.75,0.25,1,1
56:20.0,7284.5,TICK,BullWarning,NONE,6.1,1.3,NEUTRAL,Y,9.9,9.9,BAL,BAL,BAL,0,0,27,0,5.75,0,1,2
56:21.1,7284.5,TICK,BullWarning,NONE,6,1.4,NEUTRAL,N,7.4,-8.9,BAL,BAL,BAL,0,0,28,0,5.75,0,1,2
56:22.2,7284.5,TICK,BearTrend,P4_VOTE_BEAR,5.1,1.6,NEUTRAL,N,5.6,-20.6,BID,BAL,BAL,0,0,28,0,5.75,0,1,3
56:23.2,7284.75,TICK,BearTrend,NONE,5.1,1.9,NEUTRAL,N,4.7,-17.2,BID,BAL,BAL,0,0,28,0,6,0,1,2
56:24.3,7285,TICK,BearTrend,NONE,4,1.7,NEUTRAL,N,4.1,-5.2,BAL,BAL,BAL,0,0,28,0,6,0,1,2
56:25.4,7285,TICK,BullWarning,P3_ACCUMULATION,4.2,2,ACCUMULATION,N,2.9,-2.3,BAL,BAL,BAL,0,0,28,0,6,0,1,2
56:26.4,7285,TICK,BullWarning,NONE,4.6,2,NEUTRAL,N,2.3,1.5,BAL,BAL,BAL,0,0,28,0,6,0,1,2
56:27.6,7285,TICK,BearTrend,P4_VOTE_BEAR,4.6,1.4,NEUTRAL,N,0.6,7.1,BAL,BAL,BAL,0,0,28,0,6,0,1,3
56:28.6,7285,TICK,BearTrend,P4_VOTE_BEAR,4.7,1.1,NEUTRAL,N,0.3,13,ASK,BAL,BAL,0,0,29,0,8.25,0,1,3
56:29.8,7285,TICK,BearTrend,P4_VOTE_BEAR,6.1,1.5,NEUTRAL,N,0.9,22.1,ASK,BAL,BAL,0,0,29,0,7.75,0,1,3
56:31.1,7285,TICK,BearTrend,NONE,6.3,1.6,NEUTRAL,N,1,20.8,ASK,BAL,BAL,0,0,29,0,7.75,0,1,2
56:32.1,7285.25,TICK,BullWarning,NONE,6.1,2,NEUTRAL,Y,2.2,22.3,ASK,BAL,BAL,0,0,29,0,8,0,1,2
56:33.8,7285.25,TICK,BullWarning,P3_ACCUMULATION,6,2,ACCUMULATION,N,7.6,31.7,ASK_STRONG,BAL,BAL,0,0,29,0,8,0,1,2
56:34.9,7285.5,TICK,BullWarning,P3_ACCUMULATION,8.1,2.1,ACCUMULATION,N,9.4,36.9,ASK_STRONG,BAL,BAL,0,0,29,0,8,0,1,2
56:36.1,7285.25,TICK,BullWarning,P0_FAST_EXTREME_BULL,8.7,2,ACCUMULATION,N,9.2,41,ASK_STRONG,BAL,BAL,0,0,29,0,7.75,0,1,2
56:37.2,7285.5,TICK,BullWarning,P0_FAST_EXTREME_BULL,9.5,2.1,DISTRIBUTION,N,10.4,44.7,ASK_STRONG,ASK,BAL,0,0,29,0,8,0.25,1,2
56:38.3,7285.25,TICK,BullWarning,P0_FAST_EXTREME_BULL,9.3,2.2,NEUTRAL,N,11.9,46,ASK_STRONG,ASK,BAL,0,0,29,0,7.75,-0.25,1,2
56:39.3,7285.5,TICK,BullWarning,P0_FAST_EXTREME_BULL,8.4,2.2,DISTRIBUTION,N,17.3,46.9,ASK_STRONG,ASK,BAL,0,0,29,0,8,0.25,1,2
56:40.4,7285.25,TICK,BullWarning,P0_FAST_EXTREME_BULL,8.2,2.6,ACCUMULATION,N,19.5,45.9,ASK_STRONG,ASK,BAL,0,0,29,0,7.75,0,1,2
56:41.4,7285.25,TICK,BullWarning,P0_FAST_EXTREME_BULL,7.3,2.4,ACCUMULATION,N,22,45.9,ASK_STRONG,ASK,BAL,0,0,29,0,7.75,0,2,2
56:42.5,7285.25,TICK,BullWarning,P0_FAST_EXTREME_BULL,7.8,2.4,NEUTRAL,N,22.7,45.3,ASK_STRONG,ASK,BAL,0,0,29,0,7.75,0,2,2
56:43.7,7285.25,TICK,BullWarning,P0_FAST_EXTREME_BULL,6.9,2.3,NEUTRAL,N,25,44.2,ASK_STRONG,ASK,BAL,0,0,30,0,7.75,0,2,2
56:44.8,7285,TICK,BullWarning,P0_FAST_EXTREME_BULL,3.3,1.4,DISTRIBUTION,N,30.3,45.6,ASK_STRONG,ASK_STRONG,BAL,0,0,30,0,7,-0.25,2,1
56:45.8,7285.25,TICK,BullWarning,P0_FAST_EXTREME_BULL,2.7,0.5,NEUTRAL,Y,36.9,47.1,ASK_STRONG,ASK_STRONG,BAL,0,0,30,0,5,0,2,1
56:46.9,7285,TICK,BullWarning,P0_FAST_EXTREME_BULL,3.7,0.4,NEUTRAL,N,41.3,48.1,ASK_STRONG,ASK_STRONG,BAL,0,0,33,0,4.25,0,2,1
56:47.2,7285,BAR_CLOSE,BullWarning,FINALIZED,3.5,0.2,NEUTRAL,N,43.3,48.5,ASK_STRONG,ASK_STRONG,BAL,0,0,33,0,4,0,2,1
56:47.9,7285.25,TICK,BullWarning,P0_FAST_EXTREME_BULL,4.2,0.1,NEUTRAL,N,43.7,48.6,ASK_STRONG,ASK_STRONG,BAL,0,0,32,0,4.25,0,1,1
56:49.0,7285.25,TICK,BullWarning,P0_FAST_EXTREME_BULL,4.7,0,NEUTRAL,N,45.8,41,ASK_STRONG,ASK_STRONG,BAL,0,0,28,0,1.75,0,1,1
56:50.0,7286.25,TICK,BullWarning,NONE,9.3,0.7,NEUTRAL,N,45.9,21,ASK,ASK_STRONG,BAL,0,0,24,0,2.5,0,1,2
56:51.0,7286,TICK,BearWarning,P1_COMP_BEAR_WARN,17.9,4.2,NEUTRAL,Y,36.8,-4.5,BAL,ASK_STRONG,BAL,0,0,22,0,2,0,1,2
56:52.1,7286,TICK,BearWarning,P1_COMP_BEAR_WARN,17.2,4.3,NEUTRAL,N,33,-14.2,BID,ASK_STRONG,BAL,0,0,22,0,2.25,0,1,2
56:53.1,7286,TICK,BearWarning,P1_COMP_BEAR_WARN,16.9,4.1,NEUTRAL,N,29.1,-24.9,BID,ASK_STRONG,BAL,0,0,21,0,2,0,1,2
56:54.2,7286,TICK,BearSignal,P0_FAST_BEAR_AT_TOP,16.9,4.1,NEUTRAL,N,26.3,-32.4,BID_STRONG,ASK_STRONG,BAL,0,0,20,0,1.75,0,1,2
56:55.4,7286,TICK,BearWarning,P1_COMP_BEAR_WARN,17,4,NEUTRAL,N,23.9,-39.4,BID_STRONG,ASK,BAL,0,0,18,0,0,0,1,2
56:56.7,7286,TICK,BearWarning,P0_FAST_EXTREME_BEAR,16.3,2.4,NEUTRAL,N,22.3,-42.2,BID_STRONG,ASK,BAL,0,0,15,0,-0.5,0,1,2
56:57.8,7286.25,TICK,BearWarning,P0_FAST_EXTREME_BEAR,16.5,1.9,NEUTRAL,N,23.4,-45,BID_STRONG,ASK,BAL,0,0,17,0,-0.5,0,1,2
56:58.8,7286.25,TICK,BearWarning,P0_FAST_EXTREME_BEAR,17.3,2,NEUTRAL,N,24.9,-46.8,BID_STRONG,ASK,BAL,0,0,13,0,-2,0,1,2
57:00.0,7286.25,TICK,BearWarning,P0_FAST_EXTREME_BEAR,16.9,1.4,NEUTRAL,N,24.2,-47.8,BID_STRONG,ASK,BAL,0,0,9,0,-4,0,1,2
57:00.6,7286.25,BAR_CLOSE,BullWarning,FINALIZED,15.9,0.8,NEUTRAL,N,24.1,-42.9,BID_STRONG,ASK,BAL,0,0,10,0,-3.75,0,1,2
57:01.1,7287.25,TICK,BearWarning,P1_COMP_BEAR_WARN,17.1,0.5,NEUTRAL,N,23.8,-25.5,BID_STRONG,ASK,BAL,0,0,11,0,-2.75,0,1,2
57:02.1,7287.25,TICK,BearWarning,P1_COMP_BEAR_WARN,17.4,0.1,NEUTRAL,N,24.4,-3.7,BAL,ASK,BAL,0,0,13,0,-2.5,0,1,2
57:03.2,7287.5,TICK,BearWarning,P1_COMP_BEAR_WARN,16.8,-0.1,NEUTRAL,N,25.2,13.4,ASK,ASK_STRONG,BAL,0,0,13,0,-1.5,0,1,3
57:04.4,7287.25,TICK,BullSignal,P0_FAST_BULL_AT_BOTTOM,16.8,-0.3,NEUTRAL,N,25.5,28.2,ASK_STRONG,ASK_STRONG,BAL,0,0,14,0,-1.25,0,1,3
57:05.6,7287.25,TICK,BullSignal,P0_FAST_BULL_AT_BOTTOM,16.4,-0.7,NEUTRAL,Y,25.6,33.4,ASK_STRONG,ASK_STRONG,BAL,0,0,15,0,-1.25,0,1,3
57:06.6,7287.5,TICK,BullSignal,P0_FAST_BULL_AT_BOTTOM,15.5,-0.7,NEUTRAL,N,25.5,33.7,ASK_STRONG,ASK_STRONG,BAL,0,0,16,0,-0.75,0,1,3
57:07.6,7287.25,TICK,BullSignal,P0_FAST_BULL_AT_BOTTOM,14.1,-0.8,NEUTRAL,N,25.3,31.5,ASK_STRONG,ASK_STRONG,BAL,0,0,17,0,-1,0,1,3
57:08.7,7287.5,TICK,BullSignal,NONE,15,-0.9,NEUTRAL,N,25.3,23.2,ASK,ASK_STRONG,BAL,0,0,17,0,-0.75,0,1,2
57:09.7,7287.75,TICK,BearWarning,P1_COMP_BEAR_WARN,16.2,-1.2,NEUTRAL,N,24.1,6.5,BAL,ASK,BAL,0,0,18,0,-0.25,0.25,1,3
57:10.8,7287.5,TICK,BearWarning,P1_COMP_BEAR_WARN,18.3,-0.6,NEUTRAL,N,23,-7.5,BAL,ASK,BAL,0,0,19,0,-0.5,-0.25,1,2
57:11.9,7287.5,TICK,BearWarning,P1_COMP_BEAR_WARN,18.6,-0.6,NEUTRAL,N,22.7,-14.6,BID,ASK,BAL,0,0,20,0,-0.25,-0.25,1,2
57:12.9,7287.5,TICK,BearWarning,P1_COMP_BEAR_WARN,18.9,-0.6,NEUTRAL,N,22.7,-16.1,BID,ASK,BAL,0,0,20,0,1.75,0,1,2
57:13.9,7287.75,TICK,BearWarning,P1_COMP_BEAR_WARN,18.1,-1,NEUTRAL,N,22.8,-17.3,BID,ASK,BAL,0,0,21,0,2.25,0.25,1,2
57:15.0,7287.5,TICK,BearWarning,P1_COMP_BEAR_WARN,16.7,-1.3,NEUTRAL,N,23.8,-14.8,BID,ASK,BAL,0,0,23,0,2.25,0,1,2
57:16.0,7287.5,TICK,BearWarning,P1_COMP_BEAR_WARN,15,-1,NEUTRAL,N,23,-18,BID,ASK,BAL,0,0,24,0,2.25,0,1,2
57:17.4,7287.5,TICK,BearWarning,NONE,14.3,-1,NEUTRAL,N,20.1,-18.8,BID,ASK,BAL,0,0,24,0,2.5,0,1,2
57:18.5,7287.5,TICK,BearWarning,NONE,13.8,-0.9,NEUTRAL,N,13.1,-17.5,BID,ASK,BAL,0,0,24,0,2.5,0,1,2
57:19.5,7287.5,TICK,BearWarning,NONE,13.6,-0.9,NEUTRAL,N,8.6,-18,BID,BAL,BAL,0,0,25,0,2.25,0,1,2
57:20.6,7287.5,TICK,BullWarning,P3_ACCUMULATION,13.5,-1,ACCUMULATION,N,-1.2,-17.6,BID,BAL,BAL,0,0,25,0,2,0,1,2
57:21.6,7287.5,TICK,BearWarning,P3_DISTRIBUTION,13.5,-1.3,DISTRIBUTION,N,-9,-17,BID,BAL,BAL,0,0,25,0,2,0,1,2
57:22.7,7287.5,TICK,BearWarning,P3_DISTRIBUTION,12.9,-1.4,DISTRIBUTION,N,-14,-17,BID,BID,BAL,0,0,25,0,2,0,1,2
57:23.8,7287.5,TICK,BullWarning,P3_ACCUMULATION,13.1,-1.3,ACCUMULATION,N,-2.3,-15.1,BID,BAL,BAL,0,0,26,0,1.75,0,1,2
57:24.8,7287.5,TICK,BearWarning,NONE,13.4,-1.2,NEUTRAL,N,0.9,-13.7,BID,BAL,BAL,0,0,26,0,2,0,1,2
57:25.8,7287.5,TICK,BullWarning,NONE,12.2,-0.6,NEUTRAL,N,4.5,-13.8,BID,BAL,BAL,0,0,26,0,2.25,0,1,2
57:26.9,7287.5,TICK,BullWarning,P3_ACCUMULATION,12.6,-0.7,ACCUMULATION,Y,7.1,-14.8,BID,BAL,BAL,0,0,26,0,2.75,0,1,2
57:28.0,7287.5,TICK,BullWarning,NONE,13.5,-0.4,NEUTRAL,N,4.9,-15.5,BID,BAL,BAL,0,0,26,0,2.75,0,1,2
57:28.9,7287.75,BAR_CLOSE,BearWarning,FINALIZED,12.5,-0.6,NEUTRAL,N,4,-14.5,BID,BAL,BAL,0,0,26,0,3,0.25,1,2
57:29.0,7288,TICK,BullWarning,NONE,12.5,-0.6,NEUTRAL,N,4,-14.5,BID,BAL,BAL,0,0,26,0,3.25,0.25,1,2
57:30.4,7287.75,TICK,BullWarning,NONE,12.8,-0.4,NEUTRAL,Y,4.5,-3,BAL,BAL,BAL,0,0,27,0,3,-0.25,1,2
57:31.5,7287.75,TICK,BullWarning,NONE,13.4,-0.2,NEUTRAL,Y,5.7,6.7,BAL,BAL,BAL,0,0,27,0,2.75,0,1,2
57:32.6,7287.75,TICK,BullWarning,P3_ACCUMULATION,13.9,0.2,ACCUMULATION,N,4.9,11.2,ASK,BAL,BAL,0,0,28,0,2.5,0,1,2
57:33.7,7287.75,TICK,BearWarning,NONE,13.5,-0.1,NEUTRAL,N,3.3,20.9,ASK,BAL,BAL,0,0,27,0,2.5,0,1,2
