Time,Price,WindowType,WindowValue,Samples,WeightedDomAvg,WeightedTapeAvg,RatioScore,FastScore,SlowDir,FastDir,Bias
14:18:53.780,7234.00,TICKS=800,154,6.40246499707442,0.7656,0.3952,38.3,19.8,ASK_STRONG,ASK,BAL
14:18:55.954,7234.00,TICKS=800,158,6.11228495225107,0.8857,0.7083,44.3,35.4,ASK_STRONG,ASK_STRONG,BAL
14:18:58.061,7234.00,TICKS=800,162,5.51081591791607,0.9343,0.8474,46.7,42.4,ASK_STRONG,ASK_STRONG,BAL
14:19:02.339,7234.00,TICKS=800,168,3.98666095239205,0.9234,0.9541,46.2,47.7,ASK_STRONG,ASK_STRONG,BAL
14:19:05.043,7234.25,TICKS=800,175,6.23092171486628,0.7879,0.8958,39.4,44.8,ASK_STRONG,ASK_STRONG,BAL
14:19:08.388,7234.25,TICKS=800,183,5.8554073997898,0.6768,0.6656,33.8,33.3,ASK_STRONG,ASK_STRONG,BAL
14:19:10.605,7234.00,TICKS=800,189,6.80829990815878,0.6154,0.6511,30.8,32.6,ASK_STRONG,ASK_STRONG,BAL
14:19:12.784,7234.00,TICKS=800,193,6.27803769516582,0.5610,0.6061,28.0,30.3,ASK_STRONG,ASK_STRONG,BAL
14:19:15.006,7234.00,TICKS=800,199,7.79734598535018,0.5410,0.3074,27.0,15.4,ASK_STRONG,ASK,BAL
14:19:17.876,7234.00,TICKS=800,204,6.13071833793823,0.5777,0.2780,28.9,13.9,ASK_STRONG,ASK,BAL
14:19:20.296,7234.00,TICKS=800,207,4.73630531465732,0.6328,0.4443,31.6,22.2,ASK_STRONG,ASK,BAL
14:19:22.673,7233.75,TICKS=800,214,6.60857236583113,0.5969,0.5080,29.8,25.4,ASK_STRONG,ASK_STRONG,BAL
14:19:24.963,7233.75,TICKS=800,217,4.90183533259378,0.5799,0.5368,29.0,26.8,ASK_STRONG,ASK_STRONG,BAL
14:19:27.425,7234.00,TICKS=800,225,7.08805575660586,0.5082,0.8217,25.4,41.1,ASK_STRONG,ASK_STRONG,BAL
14:19:29.425,7234.00,TICKS=800,228,5.80076944561117,0.4716,0.7274,23.6,36.4,ASK,ASK_STRONG,BAL
14:19:32.267,7233.75,TICKS=800,232,4.50694969033387,0.4709,0.6095,23.5,30.5,ASK,ASK_STRONG,BAL
14:19:34.480,7233.75,TICKS=800,237,5.7698062006698,0.5201,0.4656,26.0,23.3,ASK_STRONG,ASK,BAL
14:19:36.924,7233.75,TICKS=800,243,6.36935569552505,0.5560,0.4066,27.8,20.3,ASK_STRONG,ASK,BAL
14:19:38.972,7233.75,TICKS=800,250,8.31742577442832,0.5628,0.2109,28.1,10.5,ASK_STRONG,ASK,BAL
14:19:41.024,7233.75,TICKS=800,256,8.88876362607469,0.5410,0.2630,27.0,13.2,ASK_STRONG,ASK,BAL
14:19:43.025,7233.50,TICKS=800,262,9.27944365137456,0.5408,0.1674,27.0,8.4,ASK_STRONG,BAL,BAL
14:19:45.290,7233.75,TICKS=800,268,8.8115416914724,0.5279,0.0371,26.4,1.9,ASK_STRONG,BAL,BAL
14:19:47.795,7233.50,TICKS=800,274,7.30765714292676,0.6742,0.5248,33.7,26.2,ASK_STRONG,ASK_STRONG,BAL
14:19:49.984,7232.75,TICKS=800,277,5.78021313576425,0.7347,0.7249,36.7,36.2,ASK_STRONG,ASK_STRONG,BAL
14:19:52.122,7232.50,TICKS=800,282,6.19663755752541,0.7278,0.7800,36.4,39.0,ASK_STRONG,ASK_STRONG,BAL
14:19:54.370,7232.50,TICKS=800,288,7.06499120866826,0.6934,0.7477,34.7,37.4,ASK_STRONG,ASK_STRONG,BAL
14:19:56.394,7232.50,TICKS=800,293,7.44677981094586,0.6125,0.5525,30.6,27.6,ASK_STRONG,ASK_STRONG,BAL
14:19:58.773,7232.50,TICKS=800,298,6.82917401132038,0.5461,0.4867,27.3,24.3,ASK_STRONG,ASK,BAL
14:20:00.982,7232.50,TICKS=800,305,8.05094822001091,0.4612,0.3325,23.1,16.6,ASK,ASK,BAL
14:20:03.437,7232.50,TICKS=800,311,7.05949558863373,0.3476,-0.0596,17.4,-3.0,ASK,BAL,BAL
14:20:06.153,7232.50,TICKS=800,319,7.55336222249608,0.2311,-0.3517,11.6,-17.6,ASK,BID,BAL
14:20:08.717,7232.50,TICKS=800,329,9.21427523754795,0.0836,-0.5230,4.2,-26.1,BAL,BID_STRONG,BAL
14:20:10.767,7232.50,TICKS=800,334,8.39774104842943,0.0072,-0.6274,0.4,-31.4,BAL,BID_STRONG,BAL
14:20:13.428,7232.50,TICKS=800,338,5.86831025959234,-0.0798,-0.7936,-4.0,-39.7,BAL,BID_STRONG,BAL
14:20:16.204,7232.25,TICKS=800,346,7.07012459327849,-0.0910,-0.7813,-4.6,-39.1,BAL,BID_STRONG,BAL
14:20:18.315,7232.25,TICKS=800,352,7.67658423745016,-0.1213,-0.6023,-6.1,-30.1,BAL,BID_STRONG,BAL
14:20:20.406,7232.25,TICKS=800,360,9.76584548930859,-0.1124,0.3192,-5.6,16.0,BAL,ASK,BAL
14:20:22.703,7232.25,TICKS=800,366,8.62373477031931,-0.0251,0.6602,-1.3,33.0,BAL,ASK_STRONG,BAL
14:20:24.720,7232.25,TICKS=800,372,8.62405947655631,0.0117,0.8345,0.6,41.7,BAL,ASK_STRONG,BAL
14:20:26.751,7232.25,TICKS=800,379,9.53281941349559,-0.0064,0.9049,-0.3,45.2,BAL,ASK_STRONG,BAL
14:20:29.482,7232.50,TICKS=800,384,6.60042889863881,-0.0557,0.2231,-2.8,11.2,BAL,ASK,BAL
14:20:31.500,7232.50,TICKS=800,390,7.47432935057714,-0.1011,-0.1856,-5.1,-9.3,BAL,BAL,BAL
14:20:33.731,7232.50,TICKS=800,395,6.82344489505086,-0.1573,-0.5872,-7.9,-29.4,BAL,BID_STRONG,BAL
14:20:36.329,7232.50,TICKS=800,398,4.93668688318974,-0.2756,-0.7737,-13.8,-38.7,BID,BID_STRONG,BAL
14:20:38.520,7232.50,TICKS=800,403,6.16904764771667,-0.4128,-0.9072,-20.6,-45.4,BID,BID_STRONG,BAL
14:20:41.211,7232.50,TICKS=800,409,6.65832250598436,-0.4160,-0.8249,-20.8,-41.2,BID,BID_STRONG,BAL
14:20:43.456,7232.50,TICKS=800,415,7.45662079625552,-0.4661,-0.8983,-23.3,-44.9,BID,BID_STRONG,BAL
14:20:45.672,7232.50,TICKS=800,422,8.27963942727667,-0.4786,-0.9510,-23.9,-47.6,BID,BID_STRONG,BAL
14:20:48.172,7232.50,TICKS=800,425,5.3054745766928,-0.4934,-0.9687,-24.7,-48.4,BID,BID_STRONG,BAL
14:20:50.726,7233.00,TICKS=800,431,6.1735624610308,-0.5648,-0.9892,-28.2,-49.5,BID_STRONG,BID_STRONG,BAL
14:20:52.752,7233.25,TICKS=800,432,3.99699580573477,-0.5581,-0.9178,-27.9,-45.9,BID_STRONG,BID_STRONG,BAL
14:20:54.911,7233.25,TICKS=800,438,6.41994600729274,-0.5428,-0.7975,-27.1,-39.9,BID_STRONG,BID_STRONG,BAL
14:20:57.470,7233.25,TICKS=800,442,5.24670276292225,-0.5696,-0.8882,-28.5,-44.4,BID_STRONG,BID_STRONG,BAL
14:20:59.515,7233.00,TICKS=800,447,6.86197648010245,-0.5284,-0.8516,-26.4,-42.6,BID_STRONG,BID_STRONG,BAL
14:21:02.141,7233.00,TICKS=800,453,6.79589085644767,-0.5124,-0.9357,-25.6,-46.8,BID_STRONG,BID_STRONG,BAL
14:21:04.378,7233.00,TICKS=800,461,8.52118236537536,-0.6545,-0.9769,-32.7,-48.8,BID_STRONG,BID_STRONG,BAL
14:21:06.720,7232.75,TICKS=800,468,8.61484449516443,-0.7289,-0.6916,-36.4,-34.6,BID_STRONG,BID_STRONG,BAL
14:21:09.141,7232.75,TICKS=800,473,6.91601652372842,-0.7356,-0.5309,-36.8,-26.5,BID_STRONG,BID_STRONG,BAL
14:21:11.375,7233.00,TICKS=800,477,6.37349947756453,-0.7460,-0.3054,-37.3,-15.3,BID_STRONG,BID,BAL
14:21:13.569,7233.00,TICKS=800,481,5.68139672675424,-0.8028,-0.3932,-40.1,-19.7,BID_STRONG,BID,BAL
14:21:15.905,7233.00,TICKS=800,488,7.34969464002963,-0.8902,-0.7270,-44.5,-36.3,BID_STRONG,BID_STRONG,BAL
14:21:18.217,7233.00,TICKS=800,493,6.76515892717048,-0.9172,-0.8402,-45.9,-42.0,BID_STRONG,BID_STRONG,BAL
14:21:20.435,7232.75,TICKS=800,501,9.19222733348493,-0.9573,-0.9408,-47.9,-47.0,BID_STRONG,BID_STRONG,BAL
14:21:23.020,7233.00,TICKS=800,505,6.34995042616768,-0.9489,-0.9496,-47.4,-47.5,BID_STRONG,BID_STRONG,BAL
14:21:25.390,7232.75,TICKS=800,507,4.38071476737302,-0.9264,-0.9492,-46.3,-47.5,BID_STRONG,BID_STRONG,BAL
14:21:28.207,7232.75,TICKS=800,511,4.42623446667238,-0.9095,-0.9692,-45.5,-48.5,BID_STRONG,BID_STRONG,BAL
14:21:30.840,7232.75,TICKS=800,516,4.8289859927284,-0.8691,-0.8772,-43.5,-43.9,BID_STRONG,BID_STRONG,BAL
14:21:33.483,7232.75,TICKS=800,520,4.37878862641698,-0.8254,-0.8047,-41.3,-40.2,BID_STRONG,BID_STRONG,BAL
14:21:35.595,7232.75,TICKS=800,525,5.82812813861834,-0.8024,-0.8030,-40.1,-40.2,BID_STRONG,BID_STRONG,BAL
14:21:37.847,7232.50,TICKS=800,531,6.85822577204111,-0.8124,-0.7292,-40.6,-36.5,BID_STRONG,BID_STRONG,BAL
14:21:40.299,7232.50,TICKS=800,535,5.57278042651362,-0.8156,-0.5180,-40.8,-25.9,BID_STRONG,BID_STRONG,BAL
14:21:42.374,7232.50,TICKS=800,541,6.71452312742805,-0.7988,-0.3985,-39.9,-19.9,BID_STRONG,BID,BAL
14:21:44.424,7232.50,TICKS=800,547,7.71353534443188,-0.7818,-0.6070,-39.1,-30.3,BID_STRONG,BID_STRONG,BAL
14:21:47.427,7232.50,TICKS=800,552,5.52203522270311,-0.7993,-0.8119,-40.0,-40.6,BID_STRONG,BID_STRONG,BAL
14:21:49.796,7232.50,TICKS=800,557,6.20377984709887,-0.8040,-0.9281,-40.2,-46.4,BID_STRONG,BID_STRONG,BAL
14:21:52.019,7232.50,TICKS=800,561,5.54681185758938,-0.8093,-0.9328,-40.5,-46.6,BID_STRONG,BID_STRONG,BAL
14:21:54.190,7232.75,TICKS=800,567,7.25978381226802,-0.7807,-0.8902,-39.0,-44.5,BID_STRONG,BID_STRONG,BAL
14:21:56.730,7232.50,TICKS=800,572,6.16202677098651,-0.7777,-0.9207,-38.9,-46.0,BID_STRONG,BID_STRONG,BAL
14:21:58.809,7232.50,TICKS=800,575,5.47953435609175,-0.7859,-0.8612,-39.3,-43.1,BID_STRONG,BID_STRONG,BAL
14:22:01.484,7232.25,TICKS=800,581,6.19591524203846,-0.7610,0.0647,-38.1,3.2,BID_STRONG,BAL,BAL
14:22:03.702,7232.00,TICKS=800,587,6.85844140825268,-0.6860,0.6170,-34.3,30.8,BID_STRONG,ASK_STRONG,BAL
14:22:06.851,7232.00,TICKS=800,593,5.66076944971048,-0.6594,0.8491,-33.0,42.5,BID_STRONG,ASK_STRONG,BAL
14:22:09.128,7232.00,TICKS=800,597,5.2918700727769,-0.6775,0.9283,-33.9,46.4,BID_STRONG,ASK_STRONG,BAL
14:22:11.673,7232.00,TICKS=800,601,4.7244922096866,-0.6925,0.9676,-34.6,48.4,BID_STRONG,ASK_STRONG,BAL
14:22:14.444,7232.00,TICKS=800,609,6.26963079752567,-0.6460,0.8077,-32.3,40.4,BID_STRONG,ASK_STRONG,BAL
14:22:16.469,7232.00,TICKS=800,613,6.20731896636583,-0.6615,0.3529,-33.1,17.6,BID_STRONG,ASK,BAL
14:22:18.780,7232.25,TICKS=800,622,9.07233932691559,-0.5452,0.1342,-27.3,6.7,BID_STRONG,BAL,BAL
14:22:20.886,7232.50,TICKS=800,629,9.19248824512573,-0.4581,0.0509,-22.9,2.5,BID,BAL,BAL
14:22:23.411,7232.25,TICKS=800,635,7.79453817119913,-0.4113,-0.0914,-20.6,-4.6,BID,BAL,BAL
14:22:25.767,7232.25,TICKS=800,644,9.07807481092427,-0.3966,-0.2863,-19.8,-14.3,BID,BID,BAL
14:22:28.139,7232.50,TICKS=800,654,10.6865815634228,-0.3885,-0.1143,-19.4,-5.7,BID,BAL,BAL
14:22:30.315,7232.50,TICKS=800,659,8.69905469484686,-0.4382,-0.3596,-21.9,-18.0,BID,BID,BAL
14:22:32.471,7232.50,TICKS=800,663,6.67856185236178,-0.4625,-0.4712,-23.1,-23.6,BID,BID,BAL
14:22:34.497,7232.50,TICKS=800,667,6.83978947385235,-0.4937,-0.5571,-24.7,-27.9,BID,BID_STRONG,BAL
14:22:36.813,7232.50,TICKS=800,672,6.71531465806019,-0.4635,-0.5333,-23.2,-26.7,BID,BID_STRONG,BAL
14:22:39.662,7232.25,TICKS=800,677,5.32418492229349,-0.4081,-0.4350,-20.4,-21.8,BID,BID,BAL
14:22:41.981,7232.50,TICKS=800,683,6.74272450118652,-0.3802,-0.2389,-19.0,-11.9,BID,BID,BAL
14:22:44.452,7232.50,TICKS=800,688,6.1866277039646,-0.3759,-0.2892,-18.8,-14.5,BID,BID,BAL
14:22:47.285,7232.50,TICKS=800,694,6.2985456125158,-0.3930,-0.4046,-19.6,-20.2,BID,BID,BAL
14:22:49.907,7232.50,TICKS=800,703,8.03256411386606,-0.3872,-0.4096,-19.4,-20.5,BID,BID,BAL
14:22:52.266,7232.50,TICKS=800,709,7.84855492094895,-0.3663,-0.1010,-18.3,-5.0,BID,BAL,BAL
14:22:54.990,7232.25,TICKS=800,712,5.23546512687879,-0.3413,0.0388,-17.1,1.9,BID,BAL,BAL
14:22:57.364,7232.25,TICKS=800,717,5.60832241965539,-0.3308,-0.0304,-16.5,-1.5,BID,BAL,BAL
14:22:59.372,7232.25,TICKS=800,723,6.93812923836715,-0.3490,-0.2721,-17.4,-13.6,BID,BID,BAL
14:23:01.597,7232.25,TICKS=800,726,5.27953923880825,-0.3798,-0.4631,-19.0,-23.2,BID,BID,BAL
14:23:03.722,7232.25,TICKS=800,730,5.83785990146475,-0.3495,-0.5943,-17.5,-29.7,BID,BID_STRONG,BAL
14:23:07.435,7232.25,TICKS=800,735,4.07952891737954,-0.3191,-0.8075,-16.0,-40.4,BID,BID_STRONG,BAL
14:23:09.531,7232.25,TICKS=800,739,5.40003691586598,-0.2916,-0.8094,-14.6,-40.5,BID,BID_STRONG,BAL
14:23:11.762,7232.25,TICKS=800,742,4.71181445923896,-0.2499,-0.6390,-12.5,-32.0,BID,BID_STRONG,BAL
14:23:13.856,7232.25,TICKS=800,745,4.96701214963156,-0.2175,-0.6336,-10.9,-31.7,BID,BID_STRONG,BAL
14:23:16.162,7232.25,TICKS=800,749,4.68209663119134,-0.2087,-0.6707,-10.4,-33.5,BID,BID_STRONG,BAL
14:23:18.489,7232.25,TICKS=800,751,3.89617159891521,-0.2201,-0.6524,-11.0,-32.6,BID,BID_STRONG,BAL
14:23:20.899,7232.50,TICKS=800,755,4.66938337325118,-0.2289,-0.6719,-11.4,-33.6,BID,BID_STRONG,BAL
14:23:23.153,7232.50,TICKS=800,760,5.86109463316239,-0.2222,-0.6181,-11.1,-30.9,BID,BID_STRONG,BAL
14:23:25.723,7232.75,TICKS=800,763,4.48856626292594,-0.1970,-0.4812,-9.8,-24.1,BAL,BID,BAL
14:23:28.437,7232.50,TICKS=800,770,5.95556831347992,-0.1516,-0.2920,-7.6,-14.6,BAL,BID,BAL
14:23:30.972,7232.50,TICKS=800,777,7.37478891446197,-0.1801,-0.1587,-9.0,-7.9,BAL,BAL,BAL
14:23:33.480,7232.50,TICKS=800,780,5.35827908237068,-0.2183,-0.1783,-10.9,-8.9,BID,BAL,BAL
14:23:35.514,7232.25,TICKS=800,785,6.51300767862564,-0.2585,-0.1091,-12.9,-5.5,BID,BAL,BAL
14:23:37.604,7232.25,TICKS=800,791,7.40819363516238,-0.2976,-0.2547,-14.9,-12.7,BID,BID,BAL
14:23:41.017,7232.25,TICKS=800,792,3.19347137731463,-0.3024,-0.2981,-15.1,-14.9,BID,BID,BAL
14:23:43.328,7232.25,TICKS=800,798,5.44645168013531,-0.3260,-0.4243,-16.3,-21.2,BID,BID,BAL
14:23:46.333,7232.25,TICKS=800,800,4.01633452050228,-0.3418,-0.3944,-17.1,-19.7,BID,BID,BAL
14:23:48.907,7232.50,TICKS=800,800,4.59868309882275,-0.3444,-0.2809,-17.2,-14.0,BID,BID,BAL
14:23:51.561,7232.25,TICKS=800,800,3.50861135834456,-0.3412,-0.2913,-17.1,-14.6,BID,BID,BAL
14:23:54.440,7232.25,TICKS=800,800,2.25657715157206,-0.3336,-0.2775,-16.7,-13.9,BID,BID,BAL
14:23:57.870,7232.25,TICKS=800,800,1.66395524000846,-0.3564,-0.3102,-17.8,-15.5,BID,BID,BAL
14:24:00.454,7232.50,TICKS=800,800,4.66955514501153,-0.4279,-0.6117,-21.4,-30.6,BID,BID_STRONG,BAL
14:24:02.770,7232.25,TICKS=800,800,5.19528767015715,-0.5561,-0.7796,-27.8,-39.0,BID_STRONG,BID_STRONG,BAL
14:24:05.138,7232.25,TICKS=800,800,4.262303797482,-0.6048,-0.7757,-30.2,-38.8,BID_STRONG,BID_STRONG,BAL
14:24:07.226,7232.25,TICKS=800,800,4.56803405518883,-0.6386,-0.7666,-31.9,-38.3,BID_STRONG,BID_STRONG,BAL
14:24:09.471,7232.25,TICKS=800,800,3.70490924060559,-0.6572,-0.8370,-32.9,-41.9,BID_STRONG,BID_STRONG,BAL
14:24:13.377,7232.25,TICKS=800,800,3.97779924931168,-0.6737,-0.9574,-33.7,-47.9,BID_STRONG,BID_STRONG,BAL
14:24:15.451,7232.25,TICKS=800,800,6.96797267580156,-0.6833,-0.9135,-34.2,-45.7,BID_STRONG,BID_STRONG,BAL
14:24:17.544,7232.00,TICKS=800,800,7.48168400745119,-0.7086,-0.7993,-35.4,-40.0,BID_STRONG,BID_STRONG,BAL
14:24:20.575,7232.00,TICKS=800,800,7.9595523131925,-0.6805,-0.6805,-34.0,-34.0,BID_STRONG,BID_STRONG,BAL
14:24:22.673,7232.00,TICKS=800,800,7.59497556296381,-0.6981,-0.7371,-34.9,-36.9,BID_STRONG,BID_STRONG,BAL
14:24:24.765,7232.00,TICKS=800,800,7.22650939364956,-0.7072,-0.8395,-35.4,-42.0,BID_STRONG,BID_STRONG,BAL
14:24:26.856,7231.75,TICKS=800,800,9.37806687851795,-0.7443,-0.5965,-37.2,-29.8,BID_STRONG,BID_STRONG,BAL
14:24:29.388,7231.75,TICKS=800,800,9.76771252128188,-0.6889,-0.1783,-34.4,-8.9,BID_STRONG,BAL,BAL
14:24:31.552,7231.75,TICKS=800,800,10.5936701372641,-0.6561,0.1082,-32.8,5.4,BID_STRONG,BAL,BAL
14:24:33.730,7231.00,TICKS=800,800,9.95972530518885,-0.6059,0.3025,-30.3,15.1,BID_STRONG,ASK,BAL
14:24:36.155,7231.00,TICKS=800,800,7.51622314235517,-0.5354,0.6108,-26.8,30.5,BID_STRONG,ASK_STRONG,BAL
14:24:38.254,7231.00,TICKS=800,800,6.91021482133229,-0.4937,0.7998,-24.7,40.0,BID,ASK_STRONG,BAL
14:24:40.440,7230.75,TICKS=800,800,8.0712135547168,-0.3995,0.9214,-20.0,46.1,BID,ASK_STRONG,BAL
14:24:42.766,7231.00,TICKS=800,800,8.90302205256536,-0.3222,0.9689,-16.1,48.4,BID,ASK_STRONG,BAL
14:24:45.267,7231.00,TICKS=800,800,10.1088976260128,-0.2586,0.9888,-12.9,49.4,BID,ASK_STRONG,BAL
14:24:47.285,7231.00,TICKS=800,800,9.6518218093327,-0.3039,0.4140,-15.2,20.7,BID,ASK,BAL
14:24:49.449,7231.00,TICKS=800,800,9.8805824780411,-0.2948,0.1404,-14.7,7.0,BID,BAL,BAL
14:24:51.465,7230.75,TICKS=800,800,7.04774388791941,-0.3316,-0.0949,-16.6,-4.7,BID,BAL,BAL
14:24:53.590,7230.75,TICKS=800,800,8.53156739993388,-0.3915,-0.4655,-19.6,-23.3,BID,BID,BAL
14:24:55.745,7231.00,TICKS=800,800,9.15236609665758,-0.4402,-0.7677,-22.0,-38.4,BID,BID_STRONG,BAL
14:24:57.955,7231.00,TICKS=800,800,9.87734508415682,-0.4542,-0.9021,-22.7,-45.1,BID,BID_STRONG,BAL
14:25:00.050,7231.00,TICKS=800,800,9.97880359882339,-0.4250,-0.8748,-21.2,-43.7,BID,BID_STRONG,BAL
14:25:02.160,7231.00,TICKS=800,800,9.38642869618517,-0.3792,-0.8308,-19.0,-41.5,BID,BID_STRONG,BAL
14:25:04.441,7230.75,TICKS=800,800,9.27339675009621,-0.3184,-0.4384,-15.9,-21.9,BID,BID,BAL
14:25:07.033,7230.75,TICKS=800,800,8.74200372123975,-0.2437,-0.0370,-12.2,-1.9,BID,BAL,BAL
14:25:09.044,7230.75,TICKS=800,800,10.2405152836528,-0.2161,-0.1338,-10.8,-6.7,BID,BAL,BAL
14:25:11.156,7230.75,TICKS=800,800,7.35968914148449,-0.2281,-0.2616,-11.4,-13.1,BID,BID,BAL
14:25:14.502,7230.75,TICKS=800,800,4.55996767571431,-0.2647,-0.4513,-13.2,-22.6,BID,BID,BAL
14:25:16.636,7230.75,TICKS=800,800,7.78794448268924,-0.4059,-0.8438,-20.3,-42.2,BID,BID_STRONG,BAL
14:25:18.865,7231.00,TICKS=800,800,7.93322548112897,-0.4645,-0.9307,-23.2,-46.5,BID,BID_STRONG,BAL
14:25:21.026,7231.00,TICKS=800,800,6.73734469632421,-0.5232,-0.9623,-26.2,-48.1,BID_STRONG,BID_STRONG,BAL
14:25:23.185,7231.25,TICKS=800,800,11.1269565986294,-0.5786,-0.9894,-28.9,-49.5,BID_STRONG,BID_STRONG,BAL
14:25:25.216,7231.25,TICKS=800,800,10.8049770043938,-0.5810,-0.9947,-29.0,-49.7,BID_STRONG,BID_STRONG,BAL
14:25:27.872,7231.00,TICKS=800,800,5.75280767175391,-0.5986,-0.9962,-29.9,-49.8,BID_STRONG,BID_STRONG,BAL
14:25:30.050,7231.00,TICKS=800,800,5.74857598186364,-0.6739,-0.9982,-33.7,-49.9,BID_STRONG,BID_STRONG,BAL
14:25:32.629,7231.00,TICKS=800,800,3.73977258428056,-0.7185,-0.9989,-35.9,-49.9,BID_STRONG,BID_STRONG,BAL
14:25:35.277,7231.00,TICKS=800,800,4.17327073028572,-0.7661,-0.9996,-38.3,-50.0,BID_STRONG,BID_STRONG,BAL
14:25:37.956,7231.25,TICKS=800,800,5.30171750610362,-0.8167,-0.9999,-40.8,-50.0,BID_STRONG,BID_STRONG,BAL
14:25:41.636,7231.25,TICKS=800,800,3.88766619115821,-0.8420,-1.0000,-42.1,-50.0,BID_STRONG,BID_STRONG,BAL
14:25:43.877,7231.25,TICKS=800,800,3.84821456329465,-0.8509,-1.0000,-42.5,-50.0,BID_STRONG,BID_STRONG,BAL
14:25:45.970,7231.25,TICKS=800,800,5.53503380504218,-0.8668,-1.0000,-43.3,-50.0,BID_STRONG,BID_STRONG,BAL
14:25:48.816,7231.25,TICKS=800,800,4.49080028761067,-0.9093,-1.0000,-45.5,-50.0,BID_STRONG,BID_STRONG,BAL
14:25:50.949,7231.25,TICKS=800,800,6.71414446250769,-0.9274,-0.9632,-46.4,-48.2,BID_STRONG,BID_STRONG,BAL
14:25:53.001,7231.25,TICKS=800,800,5.7167152498317,-0.9312,-0.9294,-46.6,-46.5,BID_STRONG,BID_STRONG,BAL
