Time,Price,Lots,Side,Classification,ContributesTo,IcebergFlag,IcebergRefills,IcebergTotalVol,InversionActive,CompositePct,MarketPhase
55:00.0,7278.25,3,BUY,INVERTED,NET,,,,INVERT,52.4,NEUTRAL
55:00.0,7278.25,5,SELL,INVERTED,NET,,,,INVERT,52.4,NEUTRAL
55:00.0,7278.5,9,BUY,INVERTED,NET,ICEBERG_ASK,4,35,INVERT,52.4,NEUTRAL
55:00.1,7278.25,5,SELL,INVERTED,NET,,,,INVERT,52.4,NEUTRAL
55:00.2,7278.5,1,BUY,REAL_SMALL,NET,ICEBERG_ASK,3,64,FACE,52.5,NEUTRAL
55:00.3,7278.5,25,SELL,INVERTED,NET+TIDE,ICEBERG_BID,4,36,INVERT,52.5,NEUTRAL
55:00.5,7278.5,4,BUY,INVERTED,NET,ICEBERG_ASK,5,39,INVERT,52.7,NEUTRAL
55:00.5,7278.25,1,SELL,REAL_SMALL,NET,ICEBERG_BID,5,50,FACE,52.7,NEUTRAL
55:01.4,7278.25,27,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,6,66,INVERT,52.7,NEUTRAL
55:01.6,7278,1,SELL,REAL_SMALL,NET,ICEBERG_BID,6,51,FACE,52.8,NEUTRAL
55:01.6,7278,26,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,7,92,INVERT,52.8,NEUTRAL
55:01.6,7278.25,1,BUY,REAL_SMALL,NET,ICEBERG_ASK,8,93,FACE,52.6,NEUTRAL
55:01.8,7278,1,BUY,REAL_SMALL,NET,ICEBERG_ASK,9,94,FACE,52.6,NEUTRAL
55:01.9,7277.75,2,SELL,INVERTED,NET,ICEBERG_BID,7,53,INVERT,52.7,NEUTRAL
55:02.3,7278,19,SELL,INVERTED,NET+TIDE,ICEBERG_BID,8,72,INVERT,52.7,NEUTRAL
55:02.3,7278,3,BUY,INVERTED,NET,ICEBERG_ASK,10,97,INVERT,53.1,NEUTRAL
55:02.3,7278,6,SELL,INVERTED,NET,ICEBERG_BID,9,78,INVERT,53.1,NEUTRAL
55:02.8,7278,12,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,11,109,INVERT,53.8,NEUTRAL
55:02.9,7277.75,1,SELL,REAL_SMALL,NET,ICEBERG_BID,10,79,FACE,53.8,NEUTRAL
55:03.0,7278,1,BUY,REAL_SMALL,NET,ICEBERG_ASK,12,110,FACE,53.8,NEUTRAL
55:03.1,7277.75,1,SELL,REAL_SMALL,NET,ICEBERG_BID,11,80,FACE,53.8,NEUTRAL
55:03.1,7278.25,1,BUY,REAL_SMALL,NET,ICEBERG_ASK,13,111,FACE,53.9,NEUTRAL
55:03.1,7278,7,BUY,INVERTED,NET,ICEBERG_ASK,14,118,INVERT,54,NEUTRAL
55:03.2,7278,4,SELL,INVERTED,NET,ICEBERG_BID,12,84,INVERT,54.2,NEUTRAL
55:03.2,7278.25,2,BUY,INVERTED,NET,ICEBERG_ASK,15,120,INVERT,54.5,NEUTRAL
55:03.9,7278.25,34,SELL,INVERTED,NET+TIDE,ICEBERG_BID,5,70,INVERT,54.4,NEUTRAL
55:04.1,7278.5,1,BUY,REAL_SMALL,NET,ICEBERG_ASK,4,65,FACE,54.8,NEUTRAL
55:04.1,7278.5,10,SELL,INVERTED,NET+TIDE,ICEBERG_BID,6,80,INVERT,54.7,NEUTRAL
55:04.2,7278.75,11,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,5,76,INVERT,54.8,NEUTRAL
55:04.2,7278.5,1,SELL,REAL_SMALL,NET,ICEBERG_BID,7,81,FACE,54.5,NEUTRAL
55:04.4,7278.75,1,BUY,REAL_SMALL,NET,ICEBERG_ASK,6,77,FACE,54.3,NEUTRAL
55:04.4,7278.5,7,BUY,INVERTED,NET,ICEBERG_ASK,7,84,INVERT,53.9,NEUTRAL
55:04.4,7278.25,1,SELL,REAL_SMALL,NET,ICEBERG_BID,8,82,FACE,53.7,NEUTRAL
55:04.9,7278.5,2,BUY,INVERTED,NET,ICEBERG_ASK,8,86,INVERT,53.7,NEUTRAL
55:05.5,7278.75,17,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,9,103,INVERT,53.7,NEUTRAL
55:06.0,7278.5,29,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,10,132,INVERT,53.5,NEUTRAL
55:06.1,7278.75,1,BUY,REAL_SMALL,NET,ICEBERG_ASK,11,133,FACE,53.1,NEUTRAL
55:06.2,7278.5,6,BUY,INVERTED,NET,ICEBERG_ASK,12,139,INVERT,52.9,NEUTRAL
55:06.2,7278.75,1,BUY,REAL_SMALL,NET,ICEBERG_ASK,13,140,FACE,52.8,NEUTRAL
55:06.9,7278.5,6,SELL,INVERTED,NET,ICEBERG_BID,9,88,INVERT,52.7,NEUTRAL
55:07.0,7278.75,9,BUY,INVERTED,NET,ICEBERG_ASK,14,149,INVERT,52.4,NEUTRAL
55:07.1,7278.75,4,SELL,INVERTED,NET,ICEBERG_BID,10,92,INVERT,52.5,NEUTRAL
55:07.3,7278.75,1,BUY,REAL_SMALL,NET,ICEBERG_ASK,15,150,FACE,52.4,NEUTRAL
55:07.4,7278.75,5,SELL,INVERTED,NET,ICEBERG_BID,11,97,INVERT,52.4,NEUTRAL
55:07.7,7278.75,11,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,16,161,INVERT,52.2,NEUTRAL
55:07.8,7278.75,3,SELL,INVERTED,NET,,,,INVERT,51.9,NEUTRAL
55:07.8,7279,4,BUY,INVERTED,NET,ICEBERG_ASK,17,165,INVERT,51.8,NEUTRAL
55:07.9,7278.75,7,BUY,INVERTED,NET,ICEBERG_ASK,18,172,INVERT,51.6,NEUTRAL
55:08.9,7278.75,12,SELL,INVERTED,NET+TIDE,,,,INVERT,51.5,NEUTRAL
55:09.0,7279,177,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,19,349,INVERT,51.5,NEUTRAL
55:09.0,7278.75,27,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,20,376,INVERT,49.5,NEUTRAL
55:09.3,7278.5,4,SELL,INVERTED,NET,ICEBERG_BID,12,101,INVERT,49.3,NEUTRAL
55:09.6,7278.75,27,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,21,403,INVERT,49.2,NEUTRAL
55:09.7,7278.5,2,BUY,INVERTED,NET,ICEBERG_ASK,22,405,INVERT,49,NEUTRAL
55:09.7,7278.25,2,SELL,INVERTED,NET,ICEBERG_BID,13,103,INVERT,48.9,NEUTRAL
55:10.1,7278.5,2,BUY,INVERTED,NET,ICEBERG_ASK,23,407,INVERT,48.8,NEUTRAL
55:10.2,7278.5,1,SELL,REAL_SMALL,NET,ICEBERG_BID,14,104,FACE,48.8,NEUTRAL
55:10.4,7278.5,3,BUY,INVERTED,NET,ICEBERG_ASK,24,410,INVERT,48.8,NEUTRAL
55:11.3,7278.5,8,SELL,INVERTED,NET,ICEBERG_BID,15,112,INVERT,48.8,NEUTRAL
55:12.1,7278.75,31,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,25,441,INVERT,48.9,NEUTRAL
55:12.5,7278.75,3,SELL,INVERTED,NET,ICEBERG_BID,16,115,INVERT,48.6,NEUTRAL
55:12.6,7278.75,10,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,26,451,INVERT,48.4,NEUTRAL
55:13.0,7278.5,2,SELL,INVERTED,NET,ICEBERG_BID,17,117,INVERT,48.1,NEUTRAL
55:13.1,7278.5,20,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,27,471,INVERT,48.1,NEUTRAL
55:13.2,7278,4,SELL,INVERTED,NET,ICEBERG_BID,18,121,INVERT,47.8,NEUTRAL
55:13.3,7278.25,3,SELL,INVERTED,NET,ICEBERG_BID,19,124,INVERT,48,NEUTRAL
55:13.3,7278.25,1,BUY,REAL_SMALL,NET,ICEBERG_ASK,28,472,FACE,48,NEUTRAL
55:13.4,7278.25,16,SELL,INVERTED,NET+TIDE,ICEBERG_BID,20,140,INVERT,48,NEUTRAL
55:13.6,7278.5,4,BUY,INVERTED,NET,ICEBERG_ASK,29,476,INVERT,48.5,NEUTRAL
55:13.7,7278.25,2,SELL,INVERTED,NET,ICEBERG_BID,21,142,INVERT,48.6,NEUTRAL
55:13.9,7278.5,1,BUY,REAL_SMALL,NET,ICEBERG_ASK,30,477,FACE,48.6,NEUTRAL
55:13.9,7278,1,SELL,REAL_SMALL,NET,ICEBERG_BID,22,143,FACE,48.7,NEUTRAL
55:14.1,7278.25,2,SELL,INVERTED,NET,ICEBERG_BID,23,145,INVERT,48.7,NEUTRAL
55:14.1,7278.5,48,SELL,INVERTED,NET+TIDE,ICEBERG_BID,24,193,INVERT,48.7,NEUTRAL
55:14.2,7278.75,38,SELL,INVERTED,NET+TIDE,ICEBERG_BID,3,53,INVERT,49.1,NEUTRAL
55:14.2,7279,2,SELL,INVERTED,NET,ICEBERG_BID,25,195,INVERT,49.7,NEUTRAL
55:14.2,7278.5,1,SELL,REAL_SMALL,NET,ICEBERG_BID,26,196,FACE,49.9,NEUTRAL
55:14.3,7278.75,39,SELL,INVERTED,NET+TIDE,ICEBERG_BID,4,92,INVERT,49.9,NEUTRAL
55:14.3,7279,114,SELL,INVERTED,NET+TIDE,ICEBERG_BID,5,206,INVERT,50.4,NEUTRAL
55:14.3,7279.25,2,SELL,INVERTED,NET,ICEBERG_BID,6,208,INVERT,51.9,NEUTRAL
55:14.3,7279,12,SELL,INVERTED,NET+TIDE,ICEBERG_BID,7,220,INVERT,51.9,NEUTRAL
55:14.3,7279.25,12,SELL,INVERTED,NET+TIDE,ICEBERG_BID,8,232,INVERT,52.1,NEUTRAL
55:14.3,7279,1,SELL,REAL_SMALL,NET,ICEBERG_BID,9,233,FACE,52.3,NEUTRAL
55:14.3,7279.25,19,SELL,INVERTED,NET+TIDE,,,,INVERT,52.3,NEUTRAL
55:14.4,7279.5,21,BUY,INVERTED,NET+TIDE,,,,INVERT,52.6,NEUTRAL
55:14.4,7279.75,9,BUY,INVERTED,NET,,,,INVERT,52.5,NEUTRAL
55:14.8,7279.5,35,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,3,65,INVERT,52.7,NEUTRAL
55:15.1,7279.25,12,SELL,INVERTED,NET+TIDE,,,,INVERT,52.6,NEUTRAL
55:15.1,7279.5,1,BUY,REAL_SMALL,NET,,,,FACE,52.6,NEUTRAL
55:15.2,7279.25,1,SELL,REAL_SMALL,NET,ICEBERG_BID,3,33,FACE,52.7,NEUTRAL
55:15.3,7279.5,8,BUY,INVERTED,NET,,,,INVERT,52.9,NEUTRAL
55:15.3,7279.5,13,SELL,INVERTED,NET+TIDE,ICEBERG_BID,4,46,INVERT,52.9,NEUTRAL
55:15.4,7279.75,36,SELL,INVERTED,NET+TIDE,,,,INVERT,53.2,NEUTRAL
55:15.4,7280,7,SELL,INVERTED,NET,ICEBERG_BID,5,53,INVERT,53.5,NEUTRAL
55:15.4,7279.75,11,SELL,INVERTED,NET+TIDE,ICEBERG_BID,6,64,INVERT,53.6,NEUTRAL
55:15.4,7279.5,1,SELL,REAL_SMALL,NET,ICEBERG_BID,7,65,FACE,53.9,NEUTRAL
55:15.5,7279.75,26,SELL,INVERTED,NET+TIDE,,,,INVERT,54,NEUTRAL
55:15.5,7280,24,SELL,INVERTED,NET+TIDE,ICEBERG_BID,3,86,INVERT,54.2,NEUTRAL
55:15.6,7280.25,32,SELL,INVERTED,NET+TIDE,,,,INVERT,54.6,NEUTRAL
55:15.6,7280.5,29,SELL,INVERTED,NET+TIDE,,,,INVERT,55.1,NEUTRAL
55:15.7,7280.75,49,SELL,INVERTED,NET+TIDE,,,,INVERT,55.6,NEUTRAL
55:15.8,7281,270,SELL,INVERTED,NET+TIDE,ICEBERG_BID,3,331,INVERT,56,NEUTRAL
55:15.8,7280.75,4,SELL,INVERTED,NET,,,,INVERT,58.4,NEUTRAL
55:15.9,7281,99,SELL,INVERTED,NET+TIDE,ICEBERG_BID,3,152,INVERT,57.5,NEUTRAL
55:15.9,7281.25,34,SELL,INVERTED,NET+TIDE,,,,INVERT,57.7,NEUTRAL
55:15.9,7281.5,45,SELL,INVERTED,NET+TIDE,,,,INVERT,58,NEUTRAL
55:16.0,7281.75,31,SELL,INVERTED,NET+TIDE,,,,INVERT,59.7,NEUTRAL
55:16.0,7282,40,SELL,INVERTED,NET+TIDE,,,,INVERT,59.9,NEUTRAL
55:16.0,7282.25,52,BUY,INVERTED,NET+TIDE,,,,INVERT,59.8,NEUTRAL
55:16.1,7282.5,29,BUY,INVERTED,NET+TIDE,,,,INVERT,59.1,NEUTRAL
55:16.1,7280.75,18,SELL,INVERTED,NET+TIDE,ICEBERG_BID,3,89,INVERT,58.8,NEUTRAL
55:16.1,7281.75,6,SELL,INVERTED,NET,ICEBERG_BID,4,95,INVERT,59.1,NEUTRAL
55:16.1,7282,4,SELL,INVERTED,NET,ICEBERG_BID,5,99,INVERT,59.2,NEUTRAL
55:16.1,7281.75,1,SELL,REAL_SMALL,NET,ICEBERG_BID,6,100,FACE,58.9,NEUTRAL
55:16.1,7281.5,5,SELL,INVERTED,NET,ICEBERG_BID,7,105,INVERT,58.5,NEUTRAL
55:16.1,7281.75,7,SELL,INVERTED,NET,ICEBERG_BID,8,112,INVERT,58.3,NEUTRAL
55:16.1,7282,1,SELL,REAL_SMALL,NET,ICEBERG_BID,9,113,FACE,57.9,NEUTRAL
55:16.1,7281.75,3,SELL,INVERTED,NET,ICEBERG_BID,10,116,INVERT,57.6,NEUTRAL
55:16.1,7282,4,SELL,INVERTED,NET,ICEBERG_BID,11,120,INVERT,57.5,NEUTRAL
55:16.1,7281.75,7,SELL,INVERTED,NET,ICEBERG_BID,12,127,INVERT,57.4,NEUTRAL
55:16.1,7281.5,7,SELL,INVERTED,NET,ICEBERG_BID,13,134,INVERT,57.5,NEUTRAL
55:16.1,7281.75,42,SELL,INVERTED,NET+TIDE,ICEBERG_BID,14,176,INVERT,57.5,NEUTRAL
55:16.1,7281.5,8,SELL,INVERTED,NET,ICEBERG_BID,15,184,INVERT,58,NEUTRAL
55:16.2,7281.75,25,SELL,INVERTED,NET+TIDE,ICEBERG_BID,16,209,INVERT,58,NEUTRAL
55:16.2,7281.5,4,SELL,INVERTED,NET,ICEBERG_BID,17,213,INVERT,58.4,NEUTRAL
55:16.2,7281.75,13,SELL,INVERTED,NET+TIDE,ICEBERG_BID,18,226,INVERT,58.2,NEUTRAL
55:16.2,7281.5,12,SELL,INVERTED,NET+TIDE,ICEBERG_BID,19,238,INVERT,58.1,NEUTRAL
55:16.2,7281.75,3,SELL,INVERTED,NET,ICEBERG_BID,20,241,INVERT,58.2,NEUTRAL
55:16.2,7281.5,19,SELL,INVERTED,NET+TIDE,ICEBERG_BID,3,98,INVERT,58.3,NEUTRAL
55:16.2,7281.25,14,SELL,INVERTED,NET+TIDE,ICEBERG_BID,21,255,INVERT,58.5,NEUTRAL
55:16.2,7281.5,7,SELL,INVERTED,NET,ICEBERG_BID,4,105,INVERT,58.7,NEUTRAL
55:16.2,7281.25,1,SELL,REAL_SMALL,NET,ICEBERG_BID,22,256,FACE,58.7,NEUTRAL
55:16.2,7281.5,2,SELL,INVERTED,NET,ICEBERG_BID,5,107,INVERT,59,NEUTRAL
55:16.2,7281.25,1,SELL,REAL_SMALL,NET,ICEBERG_BID,23,257,FACE,59.3,NEUTRAL
55:16.2,7281.5,5,SELL,INVERTED,NET,ICEBERG_BID,6,112,INVERT,59.6,NEUTRAL
55:16.3,7281.25,19,SELL,INVERTED,NET+TIDE,ICEBERG_BID,24,276,INVERT,59.8,NEUTRAL
55:16.3,7281.5,2,SELL,INVERTED,NET,ICEBERG_BID,7,114,INVERT,60,NEUTRAL
55:16.3,7281.25,17,SELL,INVERTED,NET+TIDE,ICEBERG_BID,25,293,INVERT,59.9,NEUTRAL
55:16.3,7281.5,13,SELL,REAL,NET+TIDE,ICEBERG_BID,8,127,FACE,60,NEUTRAL
55:16.3,7281.25,1,SELL,REAL_SMALL,NET,ICEBERG_BID,26,294,FACE,59.9,NEUTRAL
55:16.3,7281.5,2,SELL,INVERTED,NET,ICEBERG_BID,9,129,INVERT,59.9,NEUTRAL
55:16.4,7281.25,84,SELL,INVERTED,NET+TIDE,ICEBERG_BID,27,378,INVERT,59.9,NEUTRAL
55:16.4,7281.5,7,SELL,REAL,NET,ICEBERG_BID,28,385,FACE,60.8,NEUTRAL
55:16.4,7281.75,28,BUY,REAL,NET+TIDE,,,,FACE,60.7,NEUTRAL
55:16.4,7282,26,BUY,REAL,NET+TIDE,,,,FACE,61,NEUTRAL
55:16.4,7281.75,8,BUY,REAL,NET,ICEBERG_ASK,3,62,FACE,61.2,NEUTRAL
55:16.4,7282,8,BUY,REAL,NET,ICEBERG_ASK,4,70,FACE,61,NEUTRAL
55:16.4,7282.25,2,BUY,REAL,NET,ICEBERG_ASK,5,72,FACE,60.6,NEUTRAL
55:16.4,7282,9,BUY,REAL,NET,ICEBERG_ASK,6,81,FACE,60.6,NEUTRAL
55:16.4,7282.25,12,BUY,REAL,NET+TIDE,,,,FACE,60.6,NEUTRAL
55:16.5,7282.5,36,BUY,REAL,NET+TIDE,ICEBERG_ASK,3,100,FACE,60.7,NEUTRAL
55:16.5,7282.75,29,BUY,REAL,NET+TIDE,,,,FACE,61.1,NEUTRAL
55:16.5,7283,41,BUY,REAL,NET+TIDE,ICEBERG_ASK,4,141,FACE,61.3,NEUTRAL
55:16.5,7282.75,3,BUY,REAL,NET,ICEBERG_ASK,5,144,FACE,61.8,NEUTRAL
55:16.5,7282.5,3,BUY,REAL,NET,ICEBERG_ASK,6,147,FACE,61.5,NEUTRAL
55:16.5,7282.75,2,BUY,REAL,NET,,,,FACE,61.5,NEUTRAL
55:16.5,7283,5,BUY,REAL,NET,ICEBERG_ASK,7,152,FACE,61.5,NEUTRAL
55:16.5,7282.75,6,BUY,REAL,NET,ICEBERG_ASK,3,37,FACE,61.5,NEUTRAL
55:16.5,7283,2,BUY,REAL,NET,ICEBERG_ASK,8,154,FACE,61.5,NEUTRAL
55:16.5,7282.75,20,BUY,REAL,NET+TIDE,ICEBERG_ASK,9,174,FACE,61.6,NEUTRAL
55:16.6,7282.5,36,BUY,REAL,NET+TIDE,ICEBERG_ASK,10,210,FACE,61.8,NEUTRAL
55:16.6,7282.75,21,BUY,REAL,NET+TIDE,ICEBERG_ASK,11,231,FACE,62.3,NEUTRAL
55:16.6,7282.5,12,BUY,REAL,NET+TIDE,ICEBERG_ASK,12,243,FACE,62.8,NEUTRAL
55:16.6,7282.25,1,BUY,REAL_SMALL,NET,ICEBERG_ASK,13,244,FACE,62.9,NEUTRAL
55:16.6,7282.5,1,BUY,REAL_SMALL,NET,ICEBERG_ASK,14,245,FACE,62.9,NEUTRAL
55:16.6,7282.25,5,BUY,REAL,NET,ICEBERG_ASK,15,250,FACE,62.5,NEUTRAL
55:16.6,7282.5,1,BUY,REAL_SMALL,NET,ICEBERG_ASK,16,251,FACE,62.4,NEUTRAL
55:16.6,7282.25,16,BUY,REAL,NET+TIDE,ICEBERG_ASK,17,267,FACE,62.4,NEUTRAL
55:16.6,7282,12,BUY,REAL,NET+TIDE,ICEBERG_ASK,18,279,FACE,62.5,NEUTRAL
55:16.7,7282.25,21,BUY,REAL,NET+TIDE,ICEBERG_ASK,19,300,FACE,62.9,NEUTRAL
55:16.7,7282,14,BUY,REAL,NET+TIDE,ICEBERG_ASK,7,95,FACE,63.1,NEUTRAL
55:16.7,7281.75,1,BUY,REAL_SMALL,NET,ICEBERG_ASK,20,301,FACE,63.2,NEUTRAL
55:16.7,7282,8,BUY,REAL,NET,ICEBERG_ASK,21,309,FACE,63.2,NEUTRAL
55:16.7,7282.25,4,BUY,REAL,NET,ICEBERG_ASK,22,313,FACE,63.3,NEUTRAL
55:16.7,7282,10,BUY,REAL,NET+TIDE,ICEBERG_ASK,8,105,FACE,63.2,NEUTRAL
55:16.7,7281.75,1,BUY,REAL_SMALL,NET,ICEBERG_ASK,23,314,FACE,63.2,NEUTRAL
55:16.7,7282,12,BUY,REAL,NET+TIDE,ICEBERG_ASK,9,117,FACE,63.2,NEUTRAL
55:16.7,7281.75,40,BUY,REAL,NET+TIDE,ICEBERG_ASK,24,354,FACE,63.2,NEUTRAL
55:16.8,7282,22,BUY,REAL,NET+TIDE,ICEBERG_ASK,10,139,FACE,63.7,NEUTRAL
55:16.8,7281.75,11,BUY,REAL,NET+TIDE,ICEBERG_ASK,11,150,FACE,63.9,NEUTRAL
55:16.8,7281.5,5,SELL,REAL,NET,ICEBERG_BID,29,390,FACE,63.8,NEUTRAL
55:16.8,7281.75,1,BUY,REAL_SMALL,NET,ICEBERG_ASK,12,151,FACE,63.8,NEUTRAL
55:17.1,7281.5,26,BUY,REAL,NET+TIDE,ICEBERG_ASK,13,177,FACE,63.7,NEUTRAL
55:17.1,7281.5,8,SELL,REAL,NET,ICEBERG_BID,30,398,FACE,64.1,NEUTRAL
55:17.1,7281.75,19,SELL,REAL,NET+TIDE,,,,FACE,64,NEUTRAL
55:17.2,7282,4,SELL,REAL,NET,,,,FACE,63.8,NEUTRAL
55:17.2,7282,4,BUY,REAL,NET,ICEBERG_ASK,25,358,FACE,63.8,NEUTRAL
55:17.2,7282.25,1,BUY,REAL_SMALL,NET,ICEBERG_ASK,26,359,FACE,64.1,NEUTRAL
55:17.2,7282,11,BUY,REAL,NET+TIDE,ICEBERG_ASK,27,370,FACE,64.5,NEUTRAL
55:17.3,7282,9,SELL,REAL,NET,ICEBERG_BID,31,407,FACE,65,NEUTRAL
55:17.3,7281.75,10,SELL,REAL,NET+TIDE,ICEBERG_BID,3,33,FACE,64.7,NEUTRAL
55:17.3,7282,20,SELL,REAL,NET+TIDE,ICEBERG_BID,4,53,FACE,64.7,NEUTRAL
55:17.4,7282.25,26,BUY,REAL,NET+TIDE,ICEBERG_ASK,28,396,FACE,64.5,NEUTRAL
55:17.4,7282.5,29,BUY,REAL,NET+TIDE,ICEBERG_ASK,29,425,FACE,64.6,NEUTRAL
55:17.4,7282.25,13,BUY,REAL,NET+TIDE,ICEBERG_ASK,30,438,FACE,64.9,NEUTRAL
55:17.4,7282,10,SELL,REAL,NET+TIDE,ICEBERG_BID,5,63,FACE,65,NEUTRAL
55:17.4,7282.25,4,BUY,REAL,NET,ICEBERG_ASK,31,442,FACE,64.9,NEUTRAL
55:17.4,7282.25,4,SELL,REAL,NET,ICEBERG_BID,6,67,FACE,64.8,NEUTRAL
55:17.5,7282,1,SELL,REAL_SMALL,NET,ICEBERG_BID,7,68,FACE,64.8,NEUTRAL
55:17.5,7282.25,23,BUY,REAL,NET+TIDE,ICEBERG_ASK,32,465,FACE,64.8,NEUTRAL
55:17.5,7282,2,SELL,REAL,NET,ICEBERG_BID,8,70,FACE,64.9,NEUTRAL
55:17.5,7282.25,7,BUY,REAL,NET,ICEBERG_ASK,33,472,FACE,64.9,NEUTRAL
55:17.5,7282,1,SELL,REAL_SMALL,NET,ICEBERG_BID,9,71,FACE,64.9,NEUTRAL
55:17.5,7282.25,1,BUY,REAL_SMALL,NET,ICEBERG_ASK,34,473,FACE,64.8,NEUTRAL
55:17.7,7282,5,SELL,REAL,NET,ICEBERG_BID,10,76,FACE,64.8,NEUTRAL
55:17.7,7282.25,1,SELL,REAL_SMALL,NET,ICEBERG_BID,11,77,FACE,64.7,NEUTRAL
55:17.7,7282,7,SELL,REAL,NET,ICEBERG_BID,32,414,FACE,64.9,NEUTRAL
55:17.8,7281.75,35,SELL,REAL,NET+TIDE,ICEBERG_BID,12,112,FACE,64.8,NEUTRAL
55:17.8,7282,17,SELL,REAL,NET+TIDE,ICEBERG_BID,13,129,FACE,65.4,NEUTRAL
55:17.8,7282.25,1,SELL,REAL_SMALL,NET,ICEBERG_BID,14,130,FACE,65.5,NEUTRAL
55:17.8,7282,6,SELL,REAL,NET,ICEBERG_BID,15,136,FACE,65.5,NEUTRAL
55:17.8,7282.25,5,SELL,REAL,NET,ICEBERG_BID,16,141,FACE,65.5,NEUTRAL
55:17.8,7282,1,SELL,REAL_SMALL,NET,ICEBERG_BID,17,142,FACE,65.4,NEUTRAL
55:17.8,7282.25,11,SELL,REAL,NET+TIDE,ICEBERG_BID,18,153,FACE,65.4,NEUTRAL
55:17.8,7282,1,SELL,REAL_SMALL,NET,ICEBERG_BID,19,154,FACE,65.2,NEUTRAL
55:17.8,7282.25,1,SELL,REAL_SMALL,NET,ICEBERG_BID,20,155,FACE,65.3,NEUTRAL
55:17.8,7282.5,1,BUY,REAL_SMALL,NET,ICEBERG_ASK,35,474,FACE,65.3,NEUTRAL
55:17.8,7282.25,1,SELL,REAL_SMALL,NET,ICEBERG_BID,21,156,FACE,65.3,NEUTRAL
55:17.8,7282,4,SELL,REAL,NET,ICEBERG_BID,22,160,FACE,65.4,NEUTRAL
55:17.8,7282.25,1,SELL,REAL_SMALL,NET,ICEBERG_BID,23,161,FACE,65.3,NEUTRAL
55:17.8,7282.5,2,BUY,REAL,NET,ICEBERG_ASK,36,476,FACE,65.3,NEUTRAL
55:17.8,7282.25,10,SELL,REAL,NET+TIDE,ICEBERG_BID,24,171,FACE,65.5,NEUTRAL
55:17.8,7282.5,1,BUY,REAL_SMALL,NET,ICEBERG_ASK,37,477,FACE,65.5,NEUTRAL
55:17.8,7282.25,2,SELL,REAL,NET,ICEBERG_BID,25,173,FACE,65.5,NEUTRAL
55:17.8,7282.5,11,BUY,REAL,NET+TIDE,ICEBERG_ASK,38,488,FACE,65.5,NEUTRAL
55:17.8,7282.75,1,BUY,REAL_SMALL,NET,ICEBERG_ASK,39,489,FACE,65.6,NEUTRAL
55:17.9,7282.5,53,BUY,REAL,NET+TIDE,ICEBERG_ASK,40,542,FACE,65.6,NEUTRAL
55:17.9,7282.75,1,BUY,REAL_SMALL,NET,ICEBERG_ASK,41,543,FACE,66.2,NEUTRAL
55:17.9,7282.5,14,BUY,REAL,NET+TIDE,ICEBERG_ASK,42,557,FACE,66.2,NEUTRAL
55:17.9,7282.25,1,SELL,REAL_SMALL,NET,ICEBERG_BID,26,174,FACE,66.5,NEUTRAL
55:17.9,7282.75,3,BUY,REAL,NET,ICEBERG_ASK,43,560,FACE,66.5,NEUTRAL
55:18.0,7282.5,28,BUY,REAL,NET+TIDE,ICEBERG_ASK,44,588,FACE,66.5,NEUTRAL
55:18.0,7282.25,1,SELL,REAL_SMALL,NET,ICEBERG_BID,27,175,FACE,66.8,NEUTRAL
55:18.0,7282.5,1,BUY,REAL_SMALL,NET,ICEBERG_ASK,45,589,FACE,66.7,NEUTRAL
55:18.0,7282.25,20,SELL,REAL,NET+TIDE,ICEBERG_BID,28,195,FACE,66.8,NEUTRAL
55:18.1,7282.25,3,BUY,REAL,NET,ICEBERG_ASK,46,592,FACE,66.5,NEUTRAL
55:18.1,7282,12,SELL,REAL,NET+TIDE,ICEBERG_BID,29,207,FACE,66.6,NEUTRAL
55:18.1,7282.25,6,BUY,REAL,NET,ICEBERG_ASK,47,598,FACE,66.4,NEUTRAL
55:18.2,7282.25,5,SELL,REAL,NET,ICEBERG_BID,30,212,FACE,66.4,NEUTRAL
55:18.2,7282.5,17,SELL,REAL,NET+TIDE,ICEBERG_BID,31,229,FACE,66.3,NEUTRAL
55:18.2,7282.75,8,SELL,REAL,NET,ICEBERG_BID,32,237,FACE,66.1,NEUTRAL
55:18.2,7282.5,5,SELL,REAL,NET,ICEBERG_BID,33,242,FACE,66.1,NEUTRAL
55:18.2,7282.75,7,SELL,REAL,NET,ICEBERG_BID,34,249,FACE,65.9,NEUTRAL
55:18.2,7282.5,12,SELL,REAL,NET+TIDE,ICEBERG_BID,35,261,FACE,66.3,NEUTRAL
55:18.3,7282.75,5,SELL,REAL,NET,,,,FACE,66.1,NEUTRAL
