Time,Price,BarState,LiveState,Priority,Composite,TideComp,MarketPhase,InversionActive,RatioScore,FastScore,FastDir,SlowDir,Bias,Tier3Score,CombinedTier,BearDomPct,BullDomPct,DomPriceChange,PriceChangeShort,CountBull,CountBear
09:25:19.440,7263.00,TICK,BearTrend,P4_VOTE_BEAR,8.5,43.9,NEUTRAL,N,-11.0,-20.6,BID,BID,BAL,0.0,0.0,36,2,-1.00,0.00,1,3
09:25:21.245,7263.00,TICK,BearTrend,P4_VOTE_BEAR,8.9,44.7,NEUTRAL,N,-13.8,-26.7,BID_STRONG,BID,BAL,0.0,0.0,35,2,-1.00,0.00,1,3
09:25:24.244,7263.00,TICK,BearTrend,P4_VOTE_BEAR,8.5,44.7,NEUTRAL,N,-16.4,-31.9,BID_STRONG,BID,BAL,0.0,0.0,35,2,-1.00,0.00,1,3
09:25:26.330,7263.00,TICK,BearTrend,P4_VOTE_BEAR,7.4,44.7,NEUTRAL,N,-17.0,-35.6,BID_STRONG,BID,BAL,0.0,0.0,35,2,-1.00,0.00,1,3
09:25:27.373,7263.00,TICK,BearTrend,P4_VOTE_BEAR,7.2,44.7,NEUTRAL,N,-17.2,-36.4,BID_STRONG,BID,BAL,0.0,0.0,34,2,-1.00,0.00,1,3
09:25:28.916,7263.00,TICK,BearTrend,P4_VOTE_BEAR,6.2,43.2,NEUTRAL,N,-16.0,-32.5,BID_STRONG,BID,BAL,0.0,0.0,33,2,-1.00,0.00,1,3
09:25:30.111,7263.00,TICK,BearTrend,P4_VOTE_BEAR,6.1,43.2,NEUTRAL,N,-16.3,-32.6,BID_STRONG,BID,BAL,0.0,0.0,32,2,-1.00,0.00,1,3
09:25:31.511,7263.00,TICK,BearTrend,P4_VOTE_BEAR,7.3,45.1,NEUTRAL,N,-16.9,-33.4,BID_STRONG,BID,BAL,0.0,0.0,32,1,-1.00,0.00,1,3
09:25:33.262,7263.00,TICK,BearTrend,P4_VOTE_BEAR,7.2,45.1,NEUTRAL,N,-18.0,-32.9,BID_STRONG,BID,BAL,0.0,0.0,32,0,-1.00,0.00,1,3
09:25:34.452,7263.00,TICK,BearTrend,P4_VOTE_BEAR,7.5,45.1,NEUTRAL,N,-16.8,-28.5,BID_STRONG,BID,BAL,0.0,0.0,32,0,-1.00,0.00,1,3
09:25:35.707,7263.00,TICK,BearTrend,P4_VOTE_BEAR,6.2,45.1,NEUTRAL,N,-16.5,-27.6,BID_STRONG,BID,BAL,0.0,0.0,32,0,-1.00,0.00,1,3
